REPORT 22-11-28 12:52:19.164
Start
Green, 12:52:21.290, 00:00:00
Green, 12:52:21.843, 00:00:00.5530016
Green, 12:52:22.295, 00:00:00.4520461
Green, 12:52:22.694, 00:00:00.3990001
Green, 12:52:23.470, 00:00:00.7759983
Green, 12:52:24.196, 00:00:00.7260046
Green, 12:52:25.958, 00:00:01.7620016
Green, 12:52:26.646, 00:00:00.6879973
Green, 12:52:27.334, 00:00:00.6879997
Green, 12:52:28.037, 00:00:00.7029992
Green, 12:52:43.056, 00:00:15.0188265
